date,USDIDR,USDTHB,USDSGD,USDVND,EURUSD,USDCHF,USDCAD,USDAUD,USDNZD
2016-08-31,13270,34.619999999999997,1.3616999999999999,22305,1.1157999999999999,0.98260000000000003,1.3126,1.3295999999999999,1.3776999999999999
2016-09-30,13042,34.590000000000003,1.3631,22296,1.1234999999999999,0.97140000000000004,1.3127,1.3055000000000001,1.3728
2016-10-31,13048,35.036000000000001,1.3916999999999999,22324,1.0963000000000001,0.99019999999999997,1.3405,1.3144,1.3986000000000001
2016-11-30,13555,35.710000000000001,1.4331,22666,1.0599000000000001,1.0179,1.3409,1.3525,1.4119999999999999
2016-12-30,13473,35.835000000000001,1.4468000000000001,22761,1.0517000000000001,1.0189999999999999,1.3441000000000001,1.3887,1.4431
2017-01-31,13369,35.125,1.4105000000000001,22593,1.0784,0.99060000000000004,1.3038000000000001,1.321,1.3653999999999999
2017-02-28,13338,34.905999999999999,1.3989,22764,1.0607,1.0031000000000001,1.3278000000000001,1.3023,1.3835
2017-03-31,13322,34.353000000000002,1.3971,22755,1.0651999999999999,1.0025999999999999,1.3318000000000001,1.3108,1.4276
2017-04-28,13329,34.591000000000001,1.397,22744,1.0894999999999999,0.99460000000000004,1.3653,1.3352999999999999,1.4561999999999999
2017-05-31,13323,34.045000000000002,1.3832,22715,1.1236999999999999,0.96809999999999996,1.3513999999999999,1.3448,1.409
2017-06-30,13348,33.933,1.3762000000000001,22731,1.1426000000000001,0.95789999999999997,1.2964,1.3007,1.3631
2017-07-31,13325,33.298000000000002,1.3565,22735,1.1811,0.96660000000000001,1.2487999999999999,1.2531000000000001,1.3344
2017-08-31,13342,33.183999999999997,1.3573999999999999,22728,1.1880999999999999,0.96179999999999999,1.2525999999999999,1.2614000000000001,1.3957999999999999
2017-09-29,13472,33.314,1.3575999999999999,22730,1.1814,0.96830000000000005,1.2472000000000001,1.2765,1.3867
2017-10-31,13563,33.222000000000001,1.3625,22710,1.1647000000000001,0.99660000000000004,1.2898000000000001,1.3052999999999999,1.4617
2017-11-30,13526,32.619999999999997,1.3488,22718,1.1892,0.98419999999999996,1.2901,1.3223,1.4617
2017-12-29,13555,32.573999999999998,1.3360000000000001,22698,1.2004999999999999,0.97430000000000005,1.2571000000000001,1.2809999999999999,1.4086000000000001
2018-01-31,13386,31.347000000000001,1.3117000000000001,22705,1.2415,0.93279999999999996,1.2317,1.2418,1.3577999999999999
2018-02-28,13751,31.471,1.3231999999999999,22759,1.2209000000000001,0.94430000000000003,1.2811999999999999,1.2834000000000001,1.3857999999999999
2018-03-30,13728,31.181000000000001,1.3115000000000001,22794,1.2323999999999999,0.95399999999999996,1.29,1.3010999999999999,1.3811
2018-04-30,13913,31.571999999999999,1.3237000000000001,22760,1.2101,0.98939999999999995,1.2825,1.3250999999999999,1.4180999999999999
2018-05-31,13896,32.064999999999998,1.3391999999999999,22804,1.1671,0.98460000000000003,1.2956000000000001,1.3221000000000001,1.4288000000000001
2018-06-29,14330,33.036999999999999,1.3624000000000001,22938,1.1684000000000001,0.99060000000000004,1.3132999999999999,1.3503000000000001,1.476
2018-07-31,14414,33.173000000000002,1.3607,23283,1.1705000000000001,0.98960000000000004,1.3008999999999999,1.3447,1.4673
2018-08-31,14710,32.768000000000001,1.3721000000000001,23299,1.1601999999999999,0.96889999999999998,1.304,1.3906000000000001,1.5105
